row,regime,dimension,verdict,inapplicability,cell_cite,evidence_basis
J6,Cayman fund (CIMA / Companies Act) [USYC fund],D7,PARTIAL,no,Weavering; Herald,"Multiple completed or far-advanced in-class fund insolvencies with documented recovery, all slow and heavily litigated: Weavering (2009 liquidation; preference recoveries settled at the Privy Council 2019) and Herald (2013 wind-up; USD 259M first realisation 2015; priority litigation through [2017] UKPC 19 and [2020] UKPC 3)."
J7,Bermuda (DABA / BMA) [USYC issuer],D1,PASS,no,DABA s.18(4); Rules 2025,Statutory estate carve-out: client digital assets held in custody are 'not property or digital assets of the licensed undertaking' and 'not subject to the claims of creditors' (DABA 2018 s.18(4)); the Custody of Client Assets Rules 2025 (in force 2025-02-12) add beneficial-ownership holding (r 9) and insolvency-triggered pari passu pooling (rr 11-12). Reach caveat carried at product level: the regime covers what CIBL custodies; the share-register linkage question routes to the USYC dual-layer analysis.
J7,Bermuda (DABA / BMA) [USYC issuer],D2,PARTIAL,no,s.18(4) + CA 1981 s.225,"Client assets sit outside the estate and distribute pari passu among clients; residual shortfall claims rank as unsecured under Companies Act 1981 ss.225/236 with no customer preference class. For a tokenholder, rank requires multi-step characterization (client vs counterparty; shareholder vs claimant against the issuer), and product materials do not document rank."
J7,Bermuda (DABA / BMA) [USYC issuer],D3,PARTIAL,no,comity; BlockFi protocol,"Bermuda has not adopted the Model Law (verified) and has no statutory recognition regime; recognition runs through common-law comity, with strong recent digital-asset practice: BlockFi International (JPLs; court-approved cross-border protocol with the US Chapter 11 estate; recognition of the confirmed US plan; winding-up order 2023-11-10)."
J7,Bermuda (DABA / BMA) [USYC issuer],D4,PASS,no,DABA 2018 + Rules 2025,"Product-specific statutory protections layered on general insolvency law: statutory estate carve-out (s.18(4)), 100 percent coverage duty (s.18(3)), Authority winding-up petition power (s.25), client-interest directions (s.28), insolvency-likelihood reporting duty (s.20), plus the binding default-and-pooling distribution regime keyed to insolvency commencement in any jurisdiction."
J7,Bermuda (DABA / BMA) [USYC issuer],D5,PASS,no,s.18(3); Custody Code,Statutory quantitative constraint: the custodian must maintain sufficient digital assets of each type to meet client obligations at all times (DABA s.18(3)); the Custody Rules bar mixing and cross-client use (r 15(1)); the BMA Custody Code's express no-rehypothecation language sits at code level above the statutory floor. Pass under the adopted D5 ladder.
J7,Bermuda (DABA / BMA) [USYC issuer],D6,PARTIAL,no,rr 11-12; BlockFi plan,"On default the Custody Rules substitute a statutory pari passu pooling distribution for the undertaking's powers (disclosed, bounded shortfall mutualisation), and client assets are beyond liquidator reach (s.18(4)); but Bermuda practice (BlockFi) channels holder claims into a foreign plan's mechanics via recognition, and schemes can bind dissenting holders with court sanction."
J7,Bermuda (DABA / BMA) [USYC issuer],D7,PARTIAL,no,BlockFi Intl (2022-2024),"A BMA digital-asset licensee has failed and been wound up: BlockFi International (JPLs Nov 2022; winding-up 2023-11-10; US-plan recognition; distributions from January 2024), roughly 14 months to first distributions through the coordinated US Chapter 11; the product class (crypto lending) is adjacent to a token-issuer, and no token-issuer-class DABA failure exists."
J8,El Salvador (CNAD / quiebra) [USDT],D1,FAIL,no,LEAD/REOPME/DASP: none,"Evidence-confirmed: the full texts of LEAD (Decreto 643/2023), REOPME, and the DASP Regulation (official CNAD copies) contain no segregation, trust, or customer-property provision (zero hits for segregacion, patrimonio separado, quiebra, insolvencia across 48 DASP articles); REOPME Art. 14 permits offshore custody on a notify-only basis; quiebra law sweeps all debtor assets into the masa (Codigo de Comercio Art. 503); the anchor product's terms affirmatively disclaim segregation."
J8,El Salvador (CNAD / quiebra) [USDT],D2,FAIL,no,no rank; BVI-law ToS,No Salvadoran statute or case law fixes where a stablecoin holder ranks in the quiebra waterfall; most holders have no claim against any entity (redemption is contractually limited to verified customers); the fail branch governs the holder population at large. Adopted Q7 synthesis: the cell documents that a verified customer's redemption claim IS determinable as a general unsecured claim after multi-jurisdiction analysis (El Salvador issuer; BVI-law arbitration ToS; US-custodied reserves).
J8,El Salvador (CNAD / quiebra) [USDT],D3,FAIL,no,no Model Law; no practice,"El Salvador has not adopted the Model Law (verified against the UNCITRAL status page) and no insolvency-specific recognition regime was found in LEAD, REOPME, or the commercial codes; no coordination practice exists. Adopted Q7 synthesis: general exequatur under the Codigo Procesal Civil y Mercantil was NOT verified and is not credited; an upgrade-to-partial trigger is registered if the recognition provisions verify at acquisition."
J8,El Salvador (CNAD / quiebra) [USDT],D4,PARTIAL,no,CNAD intervention powers,"Regulator intervention powers specific to the product class exist by statute and regulation: CNAD may suspend operations and revoke registrations (LEAD Art. 9(d)), cancel a stablecoin authorization on redemption failure or reserve insufficiency (REOPME Art. 17), impose the trading-ban list (Art. 18), and require orderly-liquidation contingency plans (LEAD Art. 21(p)); holder-level protections remain absent. Attachment caveat: USDT is admitted only via the Art. 7 No Objection route, not as a registered issuance; whether REOPME issuer obligations attach to USDT is untested."
J8,El Salvador (CNAD / quiebra) [USDT],D5,FAIL,no,waivable reserves; no limit,Evidence-confirmed: no statutory or regulatory prohibition or limit on pledging or re-using reserve or customer assets anywhere in the regime; eligible reserves include secured loans; CNAD reserves the right to exempt any issuer from any reserve requirement (REOPME Art. 4(d)); the product terms state reserves may include affiliate loan receivables.
J8,El Salvador (CNAD / quiebra) [USDT],D6,FAIL,no,quiebra divestment; ToS,The quiebra regime divests the debtor with no statutory bounds protecting holders against conversion or suspension; REOPME defines redemption only as conversion within a prudent time with no holder-protective timeline; the issuer's contractual power to suspend redemptions at its sole discretion is a broad undisclosed-trigger power.
J8,El Salvador (CNAD / quiebra) [USDT],D7,FAIL,no,no precedent; archaic regime,No completed insolvency of a digital-asset issuer or DASP under the CNAD regime (operative since 2023); the fallback is the little-used 1970 Codigo de Comercio quiebra framework with no comparable-product precedent.
J9,Singapore (PSA / MAS / IRDA) [USDG],D1,PARTIAL,no,PSR 18B in force; SCS pending,"The custody-side statute is strong and in force: PSA s.23(7) and PSR reg 18B(3) place customer money and DPT assets in trust accounts that 'cannot be used for the payment of the debts of the licensee' (in force 2024-10-04; judicially untested); but the issuer-reserve side (SCS framework: reserves in segregated accounts on trust) is finalized policy awaiting legislation (MAS, Nov 2025: 'will be preparing draft legislation'), so USDG reserve segregation rests on MPI licence conditions and the Paxos/DBS trust structure. Re-score trigger registered."
J9,Singapore (PSA / MAS / IRDA) [USDG],D2,PARTIAL,no,trust property vs issuer claim,"Custodied customer assets sit outside the estate by operation of reg 18B(3)/s.23(7) (property, not priority); but a stablecoin holder's redemption claim against the issuer requires multi-step characterization and no statute yet fixes SCS holders' rank; USDG holder rights are presently contract and structure."
J9,Singapore (PSA / MAS / IRDA) [USDG],D3,PASS,no,IRDA s.252; Zipmex; Quoine,"Model Law has force of law via IRDA s.252 and the Third Schedule (in force 2020-07-30), with direct crypto practice: Re Zipmex [2022] SGHC 196 (group moratoria; Singapore COMI for foreign entities) and Re Quoine [2025] SGHC(I) 5 (SICC recognition of the FTX-group US Chapter 11 as foreign main proceeding). The cleanest non-US D3 profile in the matrix."
J9,Singapore (PSA / MAS / IRDA) [USDG],D4,PARTIAL,no,PSR Div 2A; SCS unlegislated,"An in-force product-class-adjacent statutory layer exists (PSA s.21A plus PSR Division 2A: DPT customer-asset trust with criminal offences), but the stablecoin-issuance-specific protections (100 percent par backing; five-business-day par redemption; segregated trust custody of reserves) are finalized regulatory policy awaiting legislation."
J9,Singapore (PSA / MAS / IRDA) [USDG],D5,PASS,no,reg 18C(1)(c); 18J,"Regulatory prohibition anchored in the safeguarding regime: the licensee must not transfer any right, interest, benefit or title in trust-account customer assets to itself or anyone, except on the customer's specific prior written instructions (reg 18C(1)(c), (3)); commingling banned (18C(1)(b)); criminal offence (reg 18J(2), fine to $250,000). All sub-provisions independently re-verified 2026-06-11. Customer-level consent exception preserves pass under the adopted D5 ladder."
J9,Singapore (PSA / MAS / IRDA) [USDG],D6,PARTIAL,no,IRDA s.64; schemes,"Insolvency law permits gating in practice: IRDA s.64 moratoria suspended customer withdrawals at Zipmex for months, and schemes of arrangement can restructure claims into different instruments, both court-supervised and statutorily bounded but not pre-agreed product triggers; statutory trust assets sit outside the estate, bounding officer reach."
J9,Singapore (PSA / MAS / IRDA) [USDG],D7,PARTIAL,no,Hodlnaut 3.5y,"Real adjacent-class proceedings with functioning machinery but slow recovery: Hodlnaut reached its first interim dividend only in February 2026, about 3.5 years after failure; Zipmex restructured under moratoria; Quoine creditors recovered through the recognized FTX plan. No completed stablecoin-issuer insolvency."
J10,No-entity protocol [DAI],D1,FAIL,yes,no entity,"No issuing, managing, or custodial entity exists whose estate collateral could be segregated from (Maker Foundation dissolved 2021; the Dai Foundation holds trademarks only). Functional analog, documented not graded: collateral sits in protocol adapter contracts outside any firm's balance sheet."
J10,No-entity protocol [DAI],D2,FAIL,yes,no claim,"A DAI holder has no claim against any entity; no waterfall rank exists to fix. Analog: the protocol hardcodes a de facto recovery ordering (liquidation auctions; on Global Settlement, vault owners take excess collateral first, DAI holders share pro rata at a fixed price). Code, not law; governance-mutable."
J10,No-entity protocol [DAI],D3,FAIL,yes,no debtor/forum,"No debtor entity, no jurisdiction of incorporation, no foreign proceeding to recognize; the Model Law framework presupposes a debtor with an estate and a forum."
J10,No-entity protocol [DAI],D4,FAIL,yes,no statutory layer,"No statutory layer applies in any insolvency-adjacent sense, and there is no general corporate insolvency backstop because there is no entity; protections are structural (overcollateralization, liquidation auctions, settlement module), below even the contractual tier."
J10,No-entity protocol [DAI],D5,FAIL,yes,no custodian,"No statute, regulation, or custody agreement constrains re-pledging because no custodian holds the collateral. Analog: vault collateral is locked and not re-pledged by design, but the constraint is parameter-deep; governance reallocated de facto backing toward PSM stablecoin holdings (the March 2023 contagion channel)."
J10,No-entity protocol [DAI],D6,FAIL,yes,Emergency Shutdown analog,"No insolvency officer exists and no statute bounds any conversion power. Analog, fully coded and disclosed: Emergency Shutdown is a real forced-conversion mechanism (MKR depositors can trigger End.cage(), converting every holder's position into an optional pro-rata collateral claim at a fixed price). Scored fail-by-inapplicability per ruling Q2(a); the analog is documented, not graded."
J10,No-entity protocol [DAI],D7,FAIL,yes,Black Thursday outside law,No insolvency has occurred or could occur in any legal regime. The protocol-level precedent is real and two-sided: March 2020 zero-bid auctions took $8.32M of collateral and the system recapitalized via MKR dilution with DAI holders kept whole and vault owners voted 0 percent compensation; March 2023 PSM contagion (88 cents) recovered in days. No legal forum supplied any recovery.
J11,EU MiCA (Reg 2023/1114) [EURC],D1,PASS,no,MiCA Art 36(2),"In force (directly applicable Regulation; stablecoin titles from 2024-06-30): Art 36(2) legally segregates the reserve of assets from the issuers' estate so that creditors of the issuer have no recourse to the reserve, in particular on insolvency; Art 36(3) adds operational segregation. Statutory and insolvency-effective. Refuter: the clause is qualified 'in accordance with applicable law', deferring mechanics to member-state insolvency, but as a Regulation (not a Directive) Art 36(2) binds uniformly without transposition. Newly scored 2026-06-18 against eu_mica NOTES; one adversarial refuter. D1 ladder: rung 1 (statutory estate-exclusion)."
J11,EU MiCA (Reg 2023/1114) [EURC],D2,PASS,no,MiCA Art 36(7); 49(2),"Holders are satisfied from the ringfenced reserve ahead of the issuer's general creditors: Art 36(7) requires the reserve's aggregate value to at least equal aggregate holder claims and Art 36(2) bars creditor recourse; EMT holders carry a statutory claim (Art 49(2)). Refuter: a residual shortfall claim against the general estate is not MiCA-rank-fixed (national law), though the 1:1 backing and reserve-value duty minimise shortfall. Newly scored 2026-06-18; one refuter."
J11,EU MiCA (Reg 2023/1114) [EURC],D3,PARTIAL,no,EIR (EU) 2015/848,"The EU Insolvency Regulation (recast) 2015/848 gives automatic intra-EU recognition of a member-state main proceeding; extra-EU recognition is national, several member states having adopted the UNCITRAL Model Law. Refuter: the EIR is intra-EU only and extra-EU recognition varies by member state, short of a uniform inbound regime. Newly scored 2026-06-18 (regime-framework basis; primary-text re-verification flagged); one refuter."
J11,EU MiCA (Reg 2023/1114) [EURC],D4,PASS,no,MiCA Title III/IV,"MiCA is a comprehensive product-specific statutory layer, in force: own funds (Art 35), reserve and segregation (Art 36), reserve custody (Art 37-38), recovery plan (Art 46), orderly redemption plan (Art 47). Refuter: insolvency-distribution detail is deferred to national insolvency law and EBA Level-2 RTS. Newly scored 2026-06-18; one refuter."
J11,EU MiCA (Reg 2023/1114) [EURC],D5,PASS,no,MiCA Art 36; 37-38,"Under the substance-based D5 ladder: the reserve is segregated from the issuer's estate (Art 36(2)) and held by a custodian (Art 37-38), so the issuer cannot reuse or re-pledge it for its own account. Refuter: MiCA has no single express no-rehypothecation article (unlike 23 NYCRR 200.9); the constraint is achieved through the segregation-plus-custody architecture. Newly scored 2026-06-18; one refuter."
J11,EU MiCA (Reg 2023/1114) [EURC],D6,PARTIAL,no,MiCA Art 47; national law,"The orderly-redemption plan (Art 47) and recovery plan (Art 46) bound the wind-down and holders redeem against the segregated reserve (Art 39); but the estate proceeding runs under national insolvency law, which could restructure a residual claim. Refuter: MiCA's redemption-plan discipline narrows officer reach but does not displace national restructuring law. Newly scored 2026-06-18; one refuter."
J11,EU MiCA (Reg 2023/1114) [EURC],D7,FAIL,no,no MiCA-issuer insolvency,"No completed insolvency of a MiCA-authorised issuer (stablecoin titles in force only from 2024-06-30); no in-class recovery record. Refuter: the EMD2/PSD2 safeguarding regime MiCA builds on has adjacent e-money-failure practice, but no MiCA-stablecoin-issuer-class record; graded fail in parallel with the other new in-force regimes (J13, J14). Newly scored 2026-06-18; one refuter."
J12,UK (FCA CP25/14 issuer-tier + BoE systemic overlay) [GBP proposed],D1,PARTIAL,no,FCA CP25/14 3.86 (DRAFT),"The FCA proposed statutory trust (CP25/14 3.86: backing ringfenced from creditor claims on issuer failure) is DRAFT (consultation closed 2025-07-31; final rules expected 2026); pre-enactment, holder protection rests on contractual trust structuring under general UK trust and property law. Refuter: the strong statutory trust is proposed, not in force; scored on the operative state per the dormancy treatment (J3 precedent), FCA final rules the re-score trigger. Newly scored 2026-06-18; one refuter."
J12,UK (FCA CP25/14 issuer-tier + BoE systemic overlay) [GBP proposed],D2,PARTIAL,no,proposed trust; general insolvency,"Pre-enactment a UK stablecoin holder is a general unsecured creditor of the issuer with no statutory priority; the draft regime would ringfence the backing on a statutory trust, fixing recovery from the trust assets. Refuter: the priority is proposed, not enacted; re-score trigger at FCA final rules. Newly scored 2026-06-18; one refuter."
J12,UK (FCA CP25/14 issuer-tier + BoE systemic overlay) [GBP proposed],D3,PASS,no,CBIR 2006 (Model Law),"The UK has the Cross-Border Insolvency Regulations 2006 enacting the UNCITRAL Model Law, in force with deep practice, plus s.426 Insolvency Act 1986 assistance and common-law recognition. Refuter: none material; the UK cross-border regime is among the most robust, independent of the draft stablecoin rules. Newly scored 2026-06-18 (regime-framework basis); one refuter."
J12,UK (FCA CP25/14 issuer-tier + BoE systemic overlay) [GBP proposed],D4,PARTIAL,no,FCA rules + BoE SAR (DRAFT),"The product-specific layer is DRAFT and two-tier: the FCA issuer-tier rules (CP25/14) and the Bank of England systemic-tier regime (a proposed special-administration regime, 40 percent unremunerated BoE deposits and up to 60 percent UK gilts); the operative layer today is general FSMA and insolvency law. Refuter: the FCA/BoE regime is proposed; re-score trigger at the FCA final rules and the BoE Codes of Practice (2026). Newly scored 2026-06-18; one refuter."
J12,UK (FCA CP25/14 issuer-tier + BoE systemic overlay) [GBP proposed],D5,PARTIAL,no,proposed safeguarding (DRAFT),"The proposed FCA safeguarding regime (statutory trust; backing not usable for the issuer) is draft; pre-enactment, no-reuse constraints rest on the contractual trust. Refuter: proposed, not enacted; re-score trigger at FCA final rules. Newly scored 2026-06-18; one refuter."
J12,UK (FCA CP25/14 issuer-tier + BoE systemic overlay) [GBP proposed],D6,PARTIAL,no,BoE special administration (DRAFT),"The BoE systemic-tier proposes a bespoke special-administration regime for systemic stablecoins; the FCA issuer-tier defers to general insolvency; both are draft. Refuter: the special-administration regime is proposed; pre-enactment, officer reach is governed by general UK insolvency and restructuring law. Newly scored 2026-06-18; one refuter."
J12,UK (FCA CP25/14 issuer-tier + BoE systemic overlay) [GBP proposed],D7,FAIL,no,no UK-regime insolvency,"No UK stablecoin-issuer insolvency under the (draft) regime; no in-class recovery record. Refuter: the UK has general insolvency practice and an e-money-safeguarding record, but no stablecoin-issuer-class record under the new regime; graded fail. Newly scored 2026-06-18; one refuter."
J13,Hong Kong (Stablecoins Ordinance Cap. 656 / HKMA) [HKD FRS],D1,PASS,no,"Cap.656 Sch2 s5(1),(4); SG 2.5.2","The primary statute mandates a statutory ringfence (no trust): Schedule 2 section 5(1) segregates each reserve pool, and section 5(4) requires it 'is adequately protected against claims by other creditors of the licensee in all circumstances' and 'is kept separate'. The HKMA Supervisory Guideline separately requires an issuer-level effective trust over the reserve assets (paragraph 2.5.2: 'held for and on behalf of specified stablecoin holders', via 'the appointment of an independent trustee or a declaration of trust', backed by an independent legal opinion). Mechanism: statutory ringfence (Cap.656) plus a supervisory-mandated effective trust (the Guideline), D1 ladder rung 2 (statutory ringfence) reinforced toward rung 1. Refuter: the trust leg is framed with 'should' (a supervisory expectation per Guideline paragraph 1.2), not primary-statute text, and the statute itself uses no trust word in Schedule 2; the ringfence outcome is statutory, the trust is the supervisory implementation. Re-bound 2026-06-18 from the secondary Explanatory Note to the Cap.656 primary statute plus the Supervisory Guideline; prior unacquired-primary-text caveat discharged."
J13,Hong Kong (Stablecoins Ordinance Cap. 656 / HKMA) [HKD FRS],D2,PASS,no,Cap.656 Sch2 s6(4); s5(4)(a),"On issuer insolvency the holder's redemption is statutory and exercisable: Schedule 2 section 6(4) gives each holder, exercisable in the event of the licensee's insolvency, 'a right to direct the disposal of the specified reserve assets pool for the purpose of redeeming all the outstanding specified stablecoins of that type on a pro rata basis' plus 'a right to claim against the licensee for any shortfall'. Section 5(4)(a) ringfences that pool ahead of the licensee's other creditors, and the Guideline reinforces it by holding the reserve on an effective trust for and on behalf of holders (paragraph 2.5.2). Refuter: the residual shortfall claim under section 6(4)(b) is a claim against the licensee, a general unsecured claim in the liquidation; only the reserve-pool recovery is priority-fixed by section 5(4)(a) plus section 6(4)(a). Re-bound 2026-06-18 from the Explanatory Note to the Cap.656 primary statute (section 6(4)) plus the Supervisory Guideline trust leg."
J13,Hong Kong (Stablecoins Ordinance Cap. 656 / HKMA) [HKD FRS],D3,PARTIAL,no,common-law comity (no Model Law),"Hong Kong has not adopted the UNCITRAL Model Law; cross-border recognition runs through common-law comity, where Hong Kong has substantial modern practice. Refuter: no statutory recognition or coordination regime; recognition is discretionary common-law, parallel to Cayman (J6) and Bermuda (J7). Newly scored 2026-06-18 (regime-framework basis); one refuter."
J13,Hong Kong (Stablecoins Ordinance Cap. 656 / HKMA) [HKD FRS],D4,PASS,no,"Cap.656 Sch2 s5,6,16; s80","The Stablecoins Ordinance is a comprehensive product-specific statutory layer, in force (commenced 2025-08-01): Schedule 2 section 5 (reserve segregation, full at-par backing, independent attestation and audit), section 6 (redemption-at-par and the insolvency-exercisable rights), and section 16(2) (the licensee must ensure 'an orderly wind-down of its licensed stablecoin activities could be implemented'), plus the regulator-side statutory-manager resolution machinery at section 80 (the Monetary Authority 'may appoint a person to be a statutory manager of a licensee'). The Supervisory Guideline supplies the distribution detail (business exit plan, paragraph 6.8.17). Refuter: the detailed insolvency-distribution procedures sit in the Guideline (now acquired), framed with 'should' as supervisory expectations rather than statutory text. Re-bound 2026-06-18 from the Explanatory Note to the Cap.656 primary statute (sections 5, 6, 16, 80) plus the Supervisory Guideline."
J13,Hong Kong (Stablecoins Ordinance Cap. 656 / HKMA) [HKD FRS],D5,PASS,no,"SG 2.5.2, 2.5.3, 2.5.4, 2.2.1","The primary statute carries no express rehypothecation prohibition, so the no-reuse basis re-anchors to the Supervisory Guideline. The effective trust holds the reserve assets 'for and on behalf of specified stablecoin holders' (paragraph 2.5.2), precluding issuer reuse for its own account; only excess assets above the licensee's internal target may transfer to the licensee's own account (paragraph 2.5.3 excess-only transfer), so the par-backing reserve is not transferable to the issuer; qualified custodians safekeep the reserve, 'A custodian should be a licensed bank, or other asset custodian under an arrangement which is acceptable to the HKMA' (paragraph 2.5.4); and the custodial arrangement must not compromise full backing (paragraph 2.2.1). Pass under the substance-based D5 ladder via the trust-plus-excess-only-plus-qualified-custody-plus-full-backing lattice. Refuter: there is no single express no-rehypothecation article, and the no-reuse outcome is a construction from the Guideline framed with 'should' (a supervisory expectation per paragraph 1.2); the primary statute's nearest text is the section 5(5) high-quality-high-liquidity-minimal-risk standard, not a reuse prohibition. Re-bound 2026-06-18 from the Explanatory Note to the Supervisory Guideline (paragraphs 2.5.2, 2.5.3, 2.5.4, 2.2.1); prior unacquired-Guideline caveat discharged."
J13,Hong Kong (Stablecoins Ordinance Cap. 656 / HKMA) [HKD FRS],D6,PARTIAL,no,"Cap.656 s80,86; SG 6.8.17","The regulator-side resolution machinery is statutory and bounded: the Monetary Authority 'may appoint a person to be a statutory manager of a licensee' (section 80), and the statutory manager 'may do anything necessary for the management of the licensee's affairs, business or property' subject to a primary objective the Monetary Authority specifies (section 86), while redemption-in-insolvency is pro rata against the segregated pool (Schedule 2 section 6(4)). The Guideline wires the trust to an orderly business exit plan (paragraph 6.8.17). Short of pass: a statutory manager could restructure the licensee, and the broad section 86 management power plus the redemption-delay lever (Guideline paragraph 6.8.21, delay requires the Monetary Authority's prior written consent) make officer reach less constrained than a pure pari-passu-pooling mandate. Refuter: the resolution power is bounded by the Ordinance and the section 80(3)(b) primary-objective constraint, but officer reach over the residual estate is wider than a fixed pari-passu pooling rule. Re-bound 2026-06-18 from the Explanatory Note to the Cap.656 primary statute (sections 80, 86) plus the Supervisory Guideline (paragraph 6.8.17)."
J13,Hong Kong (Stablecoins Ordinance Cap. 656 / HKMA) [HKD FRS],D7,FAIL,no,no SO-issuer insolvency,No completed insolvency of a Cap. 656-licensed stablecoin issuer (the regime in force only since 2025-08-01); no in-class recovery record. Refuter: Hong Kong has adjacent crypto-insolvency practice but no SO-licensed-issuer-class record; graded fail in parallel with J11 and J14 as a new in-force regime. Newly scored 2026-06-18; one refuter.
J14,"UAE (CBUAE Payment Token Services Regulation, Circular 2/2024) [AED payment token]",D1,PARTIAL,no,PTSR Art 22.2/22.7,"In force (effective 2024-07-06). Art 22.1.b requires the Reserve protected against creditor claims in all circumstances and Art 22.2 mandates a separate escrow account, but the regulation routes insolvency efficacy through Art 22.5's mandated effective CONTRACTUAL arrangement (with a Central-Bank-triggered external legal opinion to confirm legal soundness) and holds the escrow in the ISSUER'S OWN name (Art 22.2.b), not as a statutory estate carve-out (contrast J11 MiCA Art 36(2): creditors have no recourse to the reserve, in particular on insolvency) or a statutory trust (J13 HK 3.4.4; J7 Bermuda DABA s.18(4)). Refuter: the protection is regulatorily mandated but contractually delivered and held in the issuer's name, so its insolvency-effectiveness against UAE Decree-Law 51/2023 is contract-and-opinion-dependent, not self-executing statutory segregation; this parallels J9 Singapore D1 PARTIAL (strong custody statute, reserve side via licence conditions and trust structure) rather than the MiCA/HK statutory-carve-out PASS. Citation precision: cite Art 22.2/22.7 (not Art 22.1.b) for the escrow/segregation claim. Re-scored 2026-06-18 on adversarial verification of the jurisdiction-matrix expansion. D1 ladder: rung 4 (contractual; issuer-own-name escrow)."
J14,"UAE (CBUAE Payment Token Services Regulation, Circular 2/2024) [AED payment token]",D2,PASS,no,PTSR Art 22.5,"Art 22.5 grants holders a legal right and claim to redemption from the Reserve on the issuer's insolvency, and the Reserve is ringfenced from creditors (Art 22.1.b), fixing the holder's recovery ahead of general creditors. Refuter: the holder's residual rank in the UAE federal bankruptcy waterfall, beyond the Reserve, is not PTSR-fixed. Newly scored 2026-06-18; one refuter."
J14,"UAE (CBUAE Payment Token Services Regulation, Circular 2/2024) [AED payment token]",D3,PARTIAL,no,ADGM Model Law vs onshore,"Cross-border recognition is layered: ADGM (the Abu Dhabi common-law free zone) has adopted the UNCITRAL Model Law, while the federal onshore regime (Decree-Law 51/2023) has a narrower cross-border framework; the CBUAE PTSR is the federal-onshore regime. Refuter: onshore federal recognition is limited; the strong Model-Law recognition sits in the ADGM free-zone, a separate layer not yet acquired. Newly scored 2026-06-18 (regime-framework basis); one refuter."
J14,"UAE (CBUAE Payment Token Services Regulation, Circular 2/2024) [AED payment token]",D4,PASS,no,PTSR (Circular 2/2024),"The PTSR is the product-specific statutory regime, in force: reserve backing, escrow segregation, redemption rights, and licensing of payment-token issuance, conversion and custody. Refuter: the PTSR's interaction with the UAE federal bankruptcy law on distribution is untested. Newly scored 2026-06-18; one refuter."
J14,"UAE (CBUAE Payment Token Services Regulation, Circular 2/2024) [AED payment token]",D5,PASS,no,PTSR Art 22 escrow,"The Reserve is held in separate escrow and protected against creditor claims (Art 22.1.b), so the issuer cannot reuse or re-pledge it. Refuter: the escrow's insolvency-effectiveness and the precise re-pledge prohibition text are untested against the federal insolvency regime. Newly scored 2026-06-18; one refuter."
J14,"UAE (CBUAE Payment Token Services Regulation, Circular 2/2024) [AED payment token]",D6,PARTIAL,no,PTSR + CBUAE powers; Decree-Law 51,The PTSR and the CBUAE supervisory intervention powers bound the resolution and holders redeem from the Reserve on insolvency (Art 22.5); but UAE federal insolvency law (Decree-Law 51/2023) governs the estate and could restructure a residual claim. Refuter: the redemption-from-Reserve right narrows officer reach but does not displace the federal insolvency regime. Newly scored 2026-06-18; one refuter.
J14,"UAE (CBUAE Payment Token Services Regulation, Circular 2/2024) [AED payment token]",D7,FAIL,no,no PTSR-issuer insolvency,No completed insolvency of a CBUAE-licensed payment-token issuer (the PTSR in force only since 2024-07-06); no in-class recovery record. Refuter: no adjacent UAE crypto-issuer-class insolvency record; graded fail in parallel with J11 and J13 as a new in-force regime. Newly scored 2026-06-18; one refuter.
J14A,UAE Abu Dhabi free zone (ADGM FSRA virtual-asset framework; COBS Rulebook + Insolvency Regulations 2015) [comparative; custody-redemption-and-cross-border overlay],D1,PASS,no,"COBS 14.12.1 (deemed trust), 14.13.1 / 14.13.2 / 14.13.5(a) (pooling-event distribution); COBS 15.3.2 / 15.4.1 (Safe-Custody segregation) read across to Virtual Assets via 17.1.3 + 17.8.1; ADGM Insolvency Regs 2015 S263(2) (client-asset rules prevail in insolvency)","For the fiat (Client Money) leg, COBS 14.12.1 makes the firm a statutory trustee (""An Authorised Person receives and holds Client Money as trustee in accordance with the following trusts""), and on a Pooling Event clients are paid first from the segregated pool ""in accordance with each Client's valid claim over that Money"" (14.13.5(a)), with the Client Money Distribution Rules overriding inconsistent insolvency law (14.13.1). For the dominant Virtual-Asset leg, COBS 17.8.1 routes a VA custodian to Chapters 15/16, where Safe Custody Assets ""must record, register and hold such Safe Custody Assets separately from its own Investments"" (15.3.2) in a registered Client Account (15.4.1), and 17.1.3 reads ""Investments"" as ""Virtual Assets,"" so the segregation mandate applies unchanged to custodied crypto. The Insolvency Regulations close the estate-exclusion loop: S263(2) provides that ""The rules relating to client assets and client monies applicable to Authorised Persons shall not be regarded as invalid on the ground of inconsistency with these Regulations ... and those rules shall, to the extent of any inconsistency, prevail."""
